player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
JaMycal Hasty,25582,HB,NE,12,0,19,85.4,0,0,10,12.7,12.9,100.0,0,0,0,11,85,82.6,0,0,6,12.2,11.5,100.0,0,0,6,52
Trey Benson,131705,HB,ARZ,12,0,1,77.0,0,1,11,19.0,17.5,95.5,0,1,0,11,63,80.1,0,0,3,21.4,21.4,100.0,0,0,3,14
Tanner Hudson,66924,TE,CIN,11,0,7,73.0,0,0,10,11.2,11.6,100.0,1,0,0,11,95,83.1,0,0,4,9.3,10.2,100.0,0,0,5,49
Craig Reynolds,94383,HB,DET,7,0,11,43.3,0,2,10,23.8,25.0,90.0,0,2,0,11,44,46.3,0,1,2,16.7,16.7,75.0,1,0,2,12
Austin Deculus,59821,T,HST,1,0,13,76.1,0,0,10,100.0,100.0,100.0,0,0,0,11,11,79.6,0,0,3,100.0,100.0,100.0,0,0,3,3
Mike Gesicki,47153,TE,CIN,17,0,7,56.0,0,0,11,2.6,2.4,100.0,1,0,0,11,450,43.8,0,0,4,1.8,1.7,100.0,0,0,4,233
C.J. Uzomah,9590,TE,PHI,7,0,24,52.6,0,0,11,37.9,33.3,100.0,0,0,0,11,33,32.7,0,0,1,12.5,10.0,100.0,0,0,1,10
Michael Carter,57337,HB,ARZ,3,0,1,69.9,0,0,9,10.6,12.0,100.0,0,0,0,11,92,70.4,0,0,1,4.0,3.7,100.0,0,0,1,27
Ray Davis,101072,HB,BUF,17,1,4,23.1,0,0,10,9.0,9.2,100.0,2,0,0,11,119,83.9,0,0,4,8.3,8.0,100.0,0,0,4,50
James Cook,83666,HB,BUF,16,0,4,77.1,0,1,10,4.3,4.4,95.0,0,1,0,11,248,78.7,0,0,3,3.6,3.3,100.0,0,0,3,91
Chris Rodriguez Jr.,83689,HB,WAS,6,0,32,29.5,0,1,11,35.5,35.5,95.5,0,1,0,11,31,30.0,0,0,3,30.0,30.0,100.0,0,0,3,10
Irv Smith Jr.,42060,TE,HST,5,0,13,50.1,0,1,10,33.3,32.3,95.0,0,1,0,10,31,28.9,0,0,1,16.7,14.3,100.0,0,0,1,7
Teagan Quitoriano,84036,TE,HST,7,0,13,31.3,0,0,8,27.6,32.3,100.0,0,0,0,10,31,,0,0,0,0.0,0.0,,0,0,0,6
Blake Freeland,102844,T,IND,1,0,14,54.3,0,1,10,100.0,100.0,95.0,0,1,0,10,10,47.7,0,1,5,100.0,100.0,90.0,1,0,5,5
Tyler Goodson,101659,HB,IND,11,0,14,20.9,0,2,9,10.6,11.4,88.9,0,2,0,10,88,16.7,0,1,2,4.5,6.5,75.0,1,0,3,46
Kenny McIntosh,99158,HB,SEA,7,0,29,44.3,0,1,9,24.3,24.3,94.4,0,1,0,9,37,54.7,0,1,3,21.4,21.4,83.3,1,0,3,14
Evan Engram,11778,TE,JAX,9,1,15,81.2,0,0,9,3.6,3.4,100.0,1,0,0,9,262,,0,0,0,0.0,0.0,,0,0,0,147
E.J. Jenkins,109834,TE,PHI,7,0,24,76.6,0,0,9,23.1,23.1,100.0,0,0,0,9,39,65.8,0,0,1,5.6,5.6,100.0,0,0,1,18
Julius Chestnut,109239,HB,TEN,9,0,31,86.3,0,0,9,17.3,16.4,100.0,0,0,0,9,55,82.1,0,0,4,11.4,10.5,100.0,0,0,4,38
Kylen Granson,40630,TE,IND,17,0,14,78.3,0,0,9,3.6,3.3,100.0,1,0,0,9,270,,0,0,0,0.0,0.0,,0,0,0,140
Josh Jones,26634,T,BLT,4,0,3,68.4,0,0,9,100.0,100.0,100.0,0,0,0,9,9,72.9,0,0,2,100.0,100.0,100.0,0,0,2,2
Kendre Miller,123091,HB,NO,6,0,20,47.2,0,0,9,16.4,15.3,100.0,0,0,0,9,59,73.0,0,0,1,6.3,5.9,100.0,0,0,1,17
Isaiah Davis,138299,HB,NYJ,7,0,22,55.1,1,0,7,10.4,11.5,92.9,0,1,0,9,78,77.4,0,0,2,8.0,7.1,100.0,0,0,2,28
Drake London,86519,WR,ATL,17,0,2,75.7,0,0,7,1.3,1.3,100.0,6,0,0,8,595,,0,0,0,0.0,0.0,,0,0,0,334
T.J. Hockenson,40912,TE,MIN,10,0,18,62.0,0,0,8,2.6,2.4,100.0,0,0,0,8,331,57.2,0,0,6,3.0,2.8,100.0,0,0,6,215
Aaron Shampklin,148900,HB,PIT,3,0,25,43.8,1,0,7,38.9,40.0,92.9,0,1,0,8,20,46.1,1,0,4,44.4,50.0,87.5,1,0,5,10
Xavier Newman,58525,G,NYJ,1,0,22,64.2,0,0,8,100.0,100.0,100.0,0,0,0,8,8,57.5,0,0,5,100.0,100.0,100.0,0,0,5,5
John Samuel Shenker,60854,TE,LV,5,0,23,58.6,0,0,8,26.7,25.0,87.5,0,1,1,8,32,23.1,0,0,2,18.2,18.2,50.0,1,1,2,11
Dalton Kincaid,91791,TE,BUF,13,0,4,69.8,0,0,8,2.8,2.6,100.0,0,0,0,8,306,70.2,0,0,1,0.8,0.7,100.0,0,0,1,144
Trey McBride,75916,TE,ARZ,16,0,1,70.5,0,0,8,1.5,1.4,100.0,2,0,0,8,584,38.2,0,0,1,0.5,0.4,100.0,0,0,1,224
Jaleel McLaughlin,138346,HB,DEN,16,0,10,27.2,2,1,8,5.4,5.1,81.2,0,3,0,8,158,29.9,0,1,5,8.9,8.1,90.0,1,0,5,62
Ko Kieft,41372,TE,TB,9,0,30,82.9,0,0,8,47.1,47.1,100.0,0,0,0,8,17,,0,0,0,0.0,0.0,,0,0,0,2
Jeff Wilson Jr.,29413,HB,MIA,8,0,17,83.7,0,0,8,16.7,16.3,100.0,0,0,0,8,49,82.8,0,0,6,33.3,33.3,100.0,0,0,6,18
Audric Estime,147476,HB,DEN,12,0,10,52.8,0,0,8,16.7,15.7,100.0,0,0,0,8,51,18.3,0,0,2,28.6,22.2,100.0,0,0,2,9
Greg Dulcich,84068,TE,NYG,8,0,21,39.4,1,1,7,6.0,5.5,85.7,0,2,0,7,127,18.7,1,0,2,3.0,2.8,75.0,1,0,2,72
Dallin Holker,83946,TE,NO,12,0,20,31.2,1,0,6,17.1,17.5,75.0,0,2,1,7,40,70.2,0,0,1,7.7,6.7,100.0,0,0,1,15
Kenny Yeboah,42196,TE,NYJ,8,0,22,34.3,0,0,4,9.3,14.0,100.0,0,0,0,7,50,,0,0,0,0.0,0.0,,0,0,0,12
Lil'Jordan Humphrey,42247,WR,DEN,17,0,10,74.7,0,1,6,2.0,2.2,91.7,2,1,0,7,314,,0,0,0,0.0,0.0,,0,0,0,136
Dallas Goedert,47272,TE,PHI,10,1,24,54.6,0,0,5,2.2,2.9,100.0,1,0,0,7,245,30.7,0,0,1,0.8,0.8,100.0,0,0,1,125
Luke Fortner,42028,C,JAX,2,0,15,28.5,0,1,6,100.0,100.0,91.7,0,1,0,7,7,17.1,0,1,4,100.0,100.0,87.5,1,0,4,4
Chris Godwin,11839,WR,TB,7,0,30,71.5,0,0,7,2.8,2.6,100.0,0,0,0,7,265,,0,0,0,0.0,0.0,,0,0,0,118
Jaylen Wright,146934,HB,MIA,15,0,17,81.6,0,0,7,8.2,7.8,100.0,0,0,0,7,90,76.7,0,0,1,9.1,7.7,100.0,0,0,1,13
Will Shipley,144138,HB,PHI,6,0,24,65.0,0,1,7,22.6,22.6,92.9,0,1,0,7,31,48.4,0,1,2,14.3,14.3,75.0,1,0,2,14
Kevin Austin Jr.,84345,WR,NO,8,0,20,77.0,0,0,6,3.0,2.8,100.0,0,0,0,6,211,,0,0,0,0.0,0.0,,0,0,0,106
Cordarrelle Patterson,7810,HB,PIT,12,0,25,33.4,0,0,5,8.6,9.7,100.0,2,0,0,6,62,17.0,0,0,1,4.5,8.3,100.0,0,0,2,24
Chukwuma Okorafor,46302,T,NE,1,0,19,0.0,1,2,6,100.0,100.0,75.0,0,3,0,6,6,2.0,1,2,4,100.0,100.0,62.5,3,0,4,4
Parker Hesse,48369,TE,DET,5,0,11,85.6,0,0,6,31.6,30.0,100.0,0,0,0,6,20,,0,0,0,0.0,0.0,,0,0,0,7
Kadeem Telfort,59680,G,GB,2,0,12,58.7,0,1,5,100.0,100.0,90.0,0,1,0,6,6,77.9,0,0,2,100.0,100.0,100.0,0,0,3,3
Ben Sims,77918,TE,GB,15,0,12,75.5,0,1,6,8.7,8.6,91.7,0,1,0,6,70,72.7,0,0,1,5.9,5.9,100.0,0,0,1,17
Jordan Whittington,97623,WR,LA,8,0,26,78.9,0,0,5,4.1,4.7,100.0,0,0,0,6,128,,0,0,0,0.0,0.0,,0,0,0,51
Elijah Higgins,98027,TE,ARZ,17,0,1,50.4,0,0,6,3.4,3.2,100.0,1,0,0,6,185,65.8,0,0,1,1.9,1.9,100.0,0,0,1,54
Clyde Edwards-Helaire,57279,HB,NO,2,0,20,21.4,0,1,4,13.8,16.1,87.5,0,1,0,5,31,23.7,0,1,3,21.4,26.7,83.3,1,0,4,15
Cam Grandy,134552,TE,CIN,7,0,7,74.9,0,0,4,11.8,13.9,100.0,0,0,0,5,36,66.1,0,0,1,20.0,20.0,100.0,0,0,1,5
Cedric Tillman,84434,WR,CLV,11,2,8,70.7,0,1,5,1.8,1.7,90.0,2,1,0,5,302,,0,0,0,0.0,0.0,,0,0,0,120
Matt Lee,98544,C,CIN,5,0,7,71.7,0,0,4,100.0,100.0,100.0,0,0,0,5,5,,0,0,0,,,,0,0,0,0
Calvin Anderson,46247,T,PIT,3,0,25,46.2,0,0,5,100.0,100.0,80.0,0,1,1,5,5,29.1,0,0,3,100.0,100.0,66.7,1,1,3,3
Zack Bailey,46082,T,NYJ,1,1,22,76.4,0,0,5,100.0,100.0,100.0,1,0,0,5,5,75.1,0,0,2,100.0,100.0,100.0,0,0,2,2
Terrell Jennings,102408,HB,NE,2,0,19,80.9,0,0,4,21.1,23.8,100.0,0,0,0,5,21,79.8,0,0,2,22.2,30.0,100.0,0,0,3,10
Deuce Vaughn,122624,HB,DAL,5,0,9,25.6,0,1,5,19.2,17.2,90.0,0,1,0,5,29,29.0,0,1,1,11.1,9.1,50.0,1,0,1,11
Reggie Gilliam,40951,FB,BUF,10,0,4,79.3,0,0,5,19.2,17.9,100.0,1,0,0,5,28,,0,0,0,0.0,0.0,,0,0,0,4
Taysom Hill,12112,TE,NO,8,0,20,75.6,0,0,4,3.4,4.0,100.0,0,0,0,5,125,,0,0,0,0.0,0.0,,0,0,0,42
Dalvin Cook,11796,HB,DAL,2,0,9,78.8,0,0,5,33.3,33.3,100.0,0,0,0,5,15,75.7,0,0,1,16.7,16.7,100.0,0,0,1,6
Brevin Jordan,77887,TE,HST,2,0,13,59.0,0,1,5,21.7,20.8,90.0,0,1,0,5,24,,0,0,0,0.0,0.0,,0,0,0,8
Brenden Bates,53746,TE,CLV,5,0,8,81.6,0,0,5,29.4,29.4,100.0,0,0,0,5,17,,0,0,0,0.0,0.0,,0,0,0,3
Lucas Krull,83962,TE,DEN,13,0,10,75.1,0,0,5,2.2,2.2,100.0,0,0,0,5,231,69.2,0,0,2,1.7,1.6,100.0,0,0,2,124
J.J. Taylor,25512,HB,HST,4,0,13,30.5,0,0,5,22.7,21.7,100.0,0,0,0,5,23,18.3,0,0,2,50.0,50.0,100.0,0,0,2,4
Tyler Johnson,48054,WR,LA,15,0,26,73.5,0,0,4,2.0,1.9,100.0,0,0,0,4,215,,0,0,0,0.0,0.0,,0,0,0,111
Quintin Morris,61182,TE,BUF,12,0,4,72.9,0,0,4,4.9,4.9,100.0,0,0,0,4,82,,0,0,0,0.0,0.0,,0,0,0,32
Mike Boone,31615,HB,CAR,5,1,5,18.9,0,1,4,14.3,13.3,87.5,1,1,0,4,30,5.4,0,1,1,7.7,7.1,50.0,1,0,1,14
Tyler Boyd,10689,WR,TEN,16,0,31,39.1,0,1,4,0.9,0.9,62.5,0,2,1,4,464,,0,0,0,0.0,0.0,,0,0,0,290
Sean Tucker,123056,HB,TB,10,0,30,62.0,0,0,3,6.7,8.3,66.7,0,1,1,4,48,29.0,0,0,1,5.6,5.3,0.0,1,1,1,19
Max Scharping,46961,G,PIT,1,0,25,77.0,0,0,4,100.0,100.0,100.0,0,0,0,4,4,70.9,0,0,1,100.0,100.0,100.0,0,0,1,1
JuJu Smith-Schuster,11817,WR,KC,14,0,16,77.3,0,0,4,1.5,1.4,100.0,1,0,0,4,285,,0,0,0,0.0,0.0,,0,0,0,116
Josiah Deguara,47034,TE,JAX,6,0,15,81.2,0,0,4,11.8,11.1,100.0,0,0,0,4,36,,0,0,0,0.0,0.0,,0,0,0,18
Van Jefferson,47447,WR,PIT,17,0,25,69.6,0,0,4,1.0,1.0,100.0,2,0,0,4,414,,0,0,0,0.0,0.0,,0,0,0,175
Nick Westbrook-Ikhine,47861,WR,TEN,17,0,31,77.6,0,0,3,0.7,0.9,100.0,1,0,0,4,469,,0,0,0,0.0,0.0,,0,0,0,243
Anthony Firkser,51837,TE,KC,5,0,16,72.7,0,0,2,12.5,17.6,100.0,0,0,0,3,17,,0,0,0,0.0,0.0,,0,0,0,3
Jaheim Bell,124225,TE,NE,11,0,19,58.7,0,0,3,8.1,7.5,100.0,0,0,0,3,40,,0,0,0,0.0,0.0,,0,0,0,17
Feleipe Franks,40217,TE,CAR,7,0,5,70.6,0,0,2,11.8,16.7,100.0,0,0,0,3,18,,0,0,0,0.0,0.0,,0,0,0,3
Peyton Hendershot,60915,TE,KC,6,0,16,74.1,0,0,3,8.6,7.9,100.0,0,0,0,3,38,,0,0,0,0.0,0.0,,0,0,0,18
Tim Jones,61669,WR,JAX,15,0,15,72.2,0,0,2,3.2,4.1,100.0,3,0,0,3,73,,0,0,0,0.0,0.0,,0,0,0,27
Trayveon Williams,45775,HB,CIN,2,0,7,15.4,0,0,3,50.0,50.0,66.7,0,1,1,3,6,8.0,0,0,0,0.0,0.0,,0,0,0,1
Nick Muse,61079,TE,MIN,2,0,18,74.5,0,0,3,42.9,42.9,100.0,0,0,0,3,7,,0,0,0,0.0,0.0,,0,0,0,2
Robert Woods,7822,WR,HST,15,0,13,75.5,0,0,3,1.5,1.4,100.0,0,0,0,3,207,,0,0,0,0.0,0.0,,0,0,0,93
Kana'i Mauga,81982,LB,LV,3,0,23,81.8,0,0,3,75.0,60.0,100.0,0,0,0,3,5,,0,0,0,,,,0,0,0,0
Jamarco Jones,46226,T,DET,2,0,11,80.7,0,0,3,75.0,75.0,100.0,0,0,0,3,4,74.7,0,0,1,100.0,100.0,100.0,0,0,1,1
Cedrick Wilson Jr.,48170,WR,NO,15,0,20,74.3,0,0,3,1.5,1.4,100.0,0,0,0,3,220,,0,0,0,0.0,0.0,,0,0,0,107
Luke Musgrave,98499,TE,GB,7,0,12,22.5,0,1,3,4.2,4.1,83.3,0,1,0,3,74,17.4,0,1,1,4.0,3.8,50.0,1,0,1,26
Rome Odunze,73774,WR,CHI,17,0,6,76.6,0,0,3,0.5,0.4,100.0,1,0,0,3,679,,0,0,0,0.0,0.0,,0,0,0,379
Jonathon Brooks,144721,HB,CAR,3,0,5,82.2,0,0,3,23.1,21.4,100.0,0,0,0,3,14,80.4,0,0,2,40.0,40.0,100.0,0,0,2,5
Brenden Jaimes,59909,C,LAC,1,0,27,73.2,0,0,3,100.0,100.0,100.0,0,0,0,3,3,70.2,0,0,1,100.0,100.0,100.0,0,0,1,1
Darius Slayton,25578,WR,NYG,16,0,21,74.3,0,0,3,0.6,0.5,100.0,2,0,0,3,575,,0,0,0,0.0,0.0,,0,0,0,265
Keenan Allen,7857,WR,CHI,15,0,6,67.5,0,0,2,0.4,0.5,100.0,3,0,0,3,598,,0,0,0,0.0,0.0,,0,0,0,325
Justin Shorter,84376,TE,LV,6,0,23,78.3,0,0,3,20.0,20.0,100.0,0,0,0,3,15,,0,0,0,0.0,0.0,,0,0,0,3
Stone Smartt,60492,TE,LAC,14,0,27,70.2,0,0,3,2.5,2.3,100.0,0,0,0,3,129,69.7,0,0,1,1.9,1.7,100.0,0,0,1,59
David Martin-Robinson,77892,TE,TEN,5,0,31,25.7,0,0,3,20.0,17.6,66.7,0,1,1,3,17,,0,0,0,0.0,0.0,,0,0,0,5
Puka Nacua,100632,WR,LA,11,0,26,75.5,0,0,3,1.1,1.0,100.0,2,0,0,3,300,,0,0,0,0.0,0.0,,0,0,0,130
Allen Lazard,48135,WR,NYJ,12,2,22,52.2,0,0,3,0.7,0.7,100.0,4,0,0,3,451,,0,0,0,0.0,0.0,,0,0,0,168
Michael Pittman Jr.,29049,WR,IND,16,0,14,67.0,0,0,2,0.4,0.4,100.0,2,0,0,2,511,,0,0,0,0.0,0.0,,0,0,0,247
Michael Woods II,84117,WR,CLV,5,0,8,41.2,0,1,2,1.0,0.9,75.0,1,1,0,2,211,,0,0,0,0.0,0.0,,0,0,0,94
Travis Glover,81658,G,GB,1,0,12,73.7,0,0,2,100.0,100.0,100.0,0,0,0,2,2,73.9,0,0,1,100.0,100.0,100.0,0,0,1,1
Ryan Miller,78734,WR,TB,10,0,30,73.7,0,0,2,1.4,1.3,100.0,0,0,0,2,150,,0,0,0,0.0,0.0,,0,0,0,72
Amon-Ra St. Brown,84470,WR,DET,17,1,11,76.2,0,0,2,0.4,0.3,100.0,2,0,0,2,572,,0,0,0,0.0,0.0,,0,0,0,216
Jake Bobo,77997,WR,SEA,17,0,29,67.4,0,0,2,1.3,1.2,100.0,0,0,0,2,164,65.7,0,0,1,1.6,1.5,100.0,0,0,1,67
Brayden Willis,77917,TE,SF,3,0,28,20.4,0,0,2,18.2,18.2,100.0,0,0,0,2,11,,0,0,0,0.0,0.0,,0,0,0,4
Ashton Dulin,91479,WR,IND,14,0,14,70.4,0,0,2,3.2,2.9,100.0,0,0,0,2,70,,0,0,0,0.0,0.0,,0,0,0,19
James Mitchell,77885,TE,DET,1,0,11,72.6,0,0,2,25.0,25.0,100.0,0,0,0,2,8,,0,0,0,0.0,0.0,,0,0,0,2
Johnny Wilson,76366,WR,PHI,16,0,24,82.4,0,0,2,1.3,1.2,100.0,2,0,0,2,169,,0,0,0,0.0,0.0,,0,0,0,80
JJ Jansen,4712,LS,CAR,2,0,5,75.9,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Dakoda Shepley,66937,G,DAL,1,0,9,75.1,0,0,2,100.0,100.0,100.0,0,0,0,2,2,74.1,0,0,1,100.0,100.0,100.0,0,0,1,1
Princeton Fant,62982,TE,DAL,1,0,9,82.1,0,0,2,66.7,40.0,100.0,0,0,0,2,5,,0,0,0,,0.0,,0,0,0,1
Jared Wiley,98508,TE,KC,6,0,16,71.0,0,0,2,7.4,7.1,100.0,0,0,0,2,28,,0,0,0,0.0,0.0,,0,0,0,5
Nico Collins,61441,WR,HST,12,1,13,75.8,0,0,2,0.6,0.5,100.0,1,0,0,2,371,65.8,0,0,1,0.6,0.6,100.0,0,0,1,170
Brady Russell,60876,TE,SEA,4,0,29,77.4,0,0,2,22.2,20.0,100.0,0,0,0,2,10,77.4,0,0,2,40.0,33.3,100.0,0,0,2,6
Buddy Johnson,58189,LB,DAL,2,0,9,88.3,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Jon Rhattigan,57718,LB,CAR,2,0,5,84.4,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Xavier Legette,99197,WR,CAR,16,0,5,46.2,0,1,2,0.5,0.5,75.0,0,1,0,2,441,,0,0,0,0.0,0.0,,0,0,0,190
Markquese Bell,56033,S,DAL,2,0,9,95.5,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Gabe Davis,55410,WR,JAX,10,1,15,55.6,0,1,2,0.8,0.8,75.0,2,1,0,2,264,,0,0,0,0.0,0.0,,0,0,0,131
Claudin Cherelus,52094,LB,CAR,2,0,5,88.8,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Trenton Irwin,48080,WR,CIN,7,0,7,68.9,0,0,1,1.4,2.5,100.0,1,0,0,2,80,,0,0,0,0.0,0.0,,0,0,0,28
Brandon Powell,48036,WR,MIN,16,1,18,70.7,0,0,2,1.7,1.6,100.0,2,0,0,2,129,,0,0,0,0.0,0.0,,0,0,0,71
Jauan Jennings,48027,WR,SF,15,0,28,74.8,0,0,2,0.5,0.4,100.0,1,0,0,2,459,,0,0,0,0.0,0.0,,0,0,0,221
Trent Sherfield,48021,WR,MIN,17,0,18,67.0,0,0,2,3.2,3.1,100.0,0,0,0,2,64,,0,0,0,0.0,0.0,,0,0,0,19
Jakobi Meyers,47468,WR,LV,15,0,23,70.7,0,0,2,0.3,0.3,100.0,3,0,0,2,628,,0,0,0,0.0,0.0,,0,0,0,286
Rasheen Ali,121717,HB,BLT,4,0,3,78.1,0,0,2,18.2,18.2,100.0,0,0,0,2,11,74.6,0,0,1,25.0,25.0,100.0,0,0,1,4
Matt Hennessy,41141,C,SF,2,0,28,70.7,0,0,2,100.0,66.7,100.0,0,0,0,2,3,,0,0,0,,,,0,0,0,0
Ja'Lynn Polk,123153,WR,NE,15,0,19,74.3,0,0,2,0.8,0.7,100.0,2,0,0,2,272,,0,0,0,0.0,0.0,,0,0,0,133
Stephen Sullivan,40411,TE,CAR,1,0,5,46.8,0,0,1,25.0,33.3,100.0,0,0,0,2,6,,0,0,0,0.0,0.0,,0,0,0,1
Jase McClellan,123926,HB,ATL,2,0,2,74.5,0,0,2,33.3,33.3,100.0,0,0,0,2,6,73.4,0,0,1,33.3,33.3,100.0,0,0,1,3
Jakob Johnson,32565,FB,NYG,2,0,21,73.2,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Andre Dillard,29250,T,GB,1,0,12,75.0,0,0,2,100.0,100.0,100.0,0,0,0,2,2,74.4,0,0,1,100.0,100.0,100.0,0,0,1,1
Jermar Jefferson,83740,HB,DET,2,0,11,18.3,0,1,2,33.3,33.3,75.0,0,1,0,2,6,74.6,0,0,1,100.0,100.0,100.0,0,0,1,1
Ben Skowronek,27948,WR,PIT,9,0,25,68.6,0,0,2,4.2,4.1,100.0,0,0,0,2,49,,0,0,0,0.0,0.0,,0,0,0,14
Trent Sieg,27036,LS,DAL,2,0,9,81.0,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Ross Dwelley,20994,TE,ATL,4,0,2,21.0,1,0,2,11.8,11.8,75.0,0,1,0,2,17,,0,0,0,0.0,0.0,,0,0,0,7
Tim Patrick,12087,WR,DET,16,0,11,67.3,0,0,2,0.6,0.6,100.0,0,0,0,2,352,65.8,0,0,1,0.7,0.7,100.0,0,0,1,153
Shane Zylstra,143786,TE,DET,10,0,11,19.5,0,1,2,4.2,4.2,75.0,0,1,0,2,48,,0,0,0,0.0,0.0,,0,0,0,11
Caleb Williams,144622,QB,CHI,17,0,6,70.7,0,0,2,0.3,0.3,100.0,1,0,0,2,744,,0,0,0,0.0,0.0,,0,0,0,387
Cooper Kupp,11824,WR,LA,12,0,26,67.4,0,0,2,0.6,0.5,100.0,0,0,0,2,384,,0,0,0,0.0,0.0,,0,0,0,200
Thomas Incoom,145694,ED,CAR,2,0,5,84.4,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Tyler Higbee,10744,TE,LA,3,0,26,43.6,0,1,2,5.4,5.4,75.0,0,1,0,2,37,68.7,0,0,1,6.7,6.7,100.0,0,0,1,15
Nick Vigil,10721,LB,DAL,2,0,9,94.5,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
Trevin Wallace,146747,LB,CAR,2,0,5,80.4,0,0,2,100.0,100.0,100.0,0,0,0,2,2,,0,0,0,,,,0,0,0,0
DeAndre Carter,9859,WR,CHI,8,0,6,73.7,0,0,2,2.4,2.1,100.0,0,0,0,2,94,,0,0,0,0.0,0.0,,0,0,0,51
CeeDee Lamb,61570,WR,DAL,15,0,9,67.1,0,0,0,0.0,0.2,,4,0,0,1,574,,0,0,0,0.0,0.0,,0,0,0,274
Wan'Dale Robinson,101735,WR,NYG,17,1,21,67.8,0,0,1,0.2,0.2,100.0,1,0,0,1,622,,0,0,0,0.0,0.0,,0,0,0,322
Hogan Hatten,102135,LS,DET,1,0,11,61.5,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Jordan Matthews,8677,TE,CAR,2,0,5,67.6,0,0,1,7.7,7.1,100.0,0,0,0,1,14,,0,0,0,0.0,0.0,,0,0,0,8
Chris Glaser,62780,C,CHI,1,0,6,64.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Isaiah Foskey,102728,ED,NO,1,0,20,62.7,0,0,0,,100.0,,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Michael Wilson,84423,WR,ARZ,16,0,1,46.8,0,0,1,0.2,0.2,100.0,2,0,0,1,538,,0,0,0,0.0,0.0,,0,0,0,214
Chris Olave,84355,WR,NO,8,0,20,39.9,0,1,1,0.5,0.5,50.0,0,1,0,1,202,,0,0,0,0.0,0.0,,0,0,0,84
Malachi Corley,66272,WR,NYJ,5,0,22,66.1,0,0,1,2.1,2.0,100.0,0,0,0,1,49,66.1,0,0,1,5.9,5.9,100.0,0,0,1,17
Demario Douglas,104155,WR,NE,17,0,19,67.4,0,0,1,0.2,0.2,100.0,2,0,0,1,480,,0,0,0,0.0,0.0,,0,0,0,259
DJ Turner,47663,WR,LV,12,0,23,69.0,0,0,0,0.0,0.4,,0,0,0,1,252,,0,0,0,0.0,0.0,,0,0,0,130
Elijah Moore,84302,WR,CLV,17,0,8,65.8,0,0,1,0.2,0.2,100.0,1,0,0,1,631,,0,0,0,0.0,0.0,,0,0,0,295
Christian Watson,66581,WR,GB,15,0,12,66.2,0,0,1,0.4,0.3,100.0,1,0,0,1,295,,0,0,0,0.0,0.0,,0,0,0,131
Andrew Beck,47121,FB,HST,3,0,13,67.1,0,0,1,14.3,14.3,100.0,0,0,0,1,7,,0,0,0,0.0,0.0,,0,0,0,1
Andrei Iosivas,109811,WR,CIN,17,0,7,65.7,0,0,0,0.0,0.2,,1,0,0,1,620,,0,0,0,0.0,0.0,,0,0,0,292
Justin Watson,66915,WR,KC,17,1,16,36.3,0,1,1,0.3,0.2,50.0,1,1,0,1,421,,0,0,0,0.0,0.0,,0,0,0,198
Frank Crum,75860,T,DEN,1,0,10,66.2,0,0,1,100.0,100.0,100.0,0,0,0,1,1,66.2,0,0,1,100.0,100.0,100.0,0,0,1,1
Solomon Thomas,11758,DI,NYJ,2,0,22,71.3,0,0,1,50.0,50.0,100.0,2,0,0,1,2,,0,0,0,,,,0,0,0,0
Josh Harris,7748,LS,LAC,1,0,27,60.8,0,0,1,100.0,100.0,100.0,0,0,0,1,1,,0,0,0,,,,0,0,0,0
Spencer Rattler,97408,QB,NO,7,0,20,60.9,0,0,1,0.4,0.3,100.0,0,0,0,1,286,,0,0,0,0.0,0.0,,0,0,0,135
Jamari Thrash,97399,WR,CLV,9,1,8,66.2,0,0,1,1.1,1.0,100.0,2,0,0,1,98,,0,0,0,0.0,0.0,,0,0,0,50
